Event_ID,Supply_Level,Valve_Position,Measurement,STATUS
2224,median,off,154,Normal
2225,low,off,166,Normal
2226,low,on,128,Normal
2227,high,on,124,Normal
2228,low,on,147,Normal
2229,high,on,168,Normal
2230,median,off,261,Critic
2231,low,off,122,Normal
2232,low,off,146,Normal
2233,low,on,126,Normal
2234,median,off,150,Normal
2235,low,on,122,Normal
2236,low,off,140,Normal
2237,median,on,286,Critic
2238,low,off,136,Normal
2239,low,on,123,Normal
2240,high,off,145,Normal
2241,high,off,274,Critic
2242,median,on,152,Normal
2243,high,on,268,Critic
2244,median,on,163,Normal
2245,median,on,150,Normal
2246,high,on,131,Normal
2247,low,off,132,Normal
2248,low,on,153,Normal
2249,high,off,273,Critic
2250,median,off,155,Normal
2251,low,on,144,Normal
2252,median,on,140,Normal
2253,low,off,189,Critic
2254,low,on,129,Normal
2255,low,on,170,Normal
2256,median,on,161,Normal
2257,high,off,216,Critic
2258,median,on,150,Normal
2259,median,off,120,Normal
2260,low,on,154,Normal
2261,low,on,152,Normal
2262,low,on,139,Normal
2263,high,off,291,Critic
2264,low,off,162,Normal
2265,low,on,144,Normal
2266,low,off,139,Normal
2267,low,off,152,Normal
2268,low,on,165,Normal
2269,low,on,138,Normal
2270,median,off,151,Normal
2271,low,off,122,Normal
2272,high,off,143,Normal
2273,median,off,168,Normal
2274,low,off,165,Normal
2275,high,off,168,Normal
2276,high,off,132,Normal
2277,low,off,129,Normal
2278,high,off,260,Critic
2279,median,off,240,Critic
2280,median,off,140,Normal
2281,low,off,133,Normal
2282,low,off,142,Normal
2283,high,on,201,Critic
2284,low,on,134,Normal
2285,low,on,123,Normal
2286,median,off,141,Normal
2287,median,on,152,Normal
2288,low,off,298,Critic
2289,median,off,242,Critic
2290,median,on,149,Normal
2291,low,off,157,Normal
2292,low,on,150,Normal
2293,low,on,168,Normal
2294,high,off,166,Normal
2295,high,off,168,Critic
2296,low,on,258,Critic
2297,low,off,130,Normal
2298,low,on,168,Normal
2299,median,off,183,Critic
2300,high,on,140,Normal
2301,median,off,146,Normal
2302,median,on,142,Normal
2303,median,on,168,Normal
2304,high,on,166,Critic
2305,high,on,136,Normal
2306,low,on,124,Normal
2307,median,off,124,Normal
2308,high,off,159,Critic
2309,low,off,164,Normal
2310,high,off,174,Critic
2311,low,on,152,Normal
2312,low,off,154,Normal
2313,low,on,146,Normal
2314,low,off,143,Normal
2315,median,on,135,Normal
2316,low,off,144,Normal
2317,low,off,160,Normal
2318,high,off,162,Normal
2319,low,on,150,Normal
2320,low,off,120,Normal
2321,high,on,222,Critic
2322,high,off,162,Normal
2323,low,on,124,Normal
2324,high,on,160,Normal
2325,high,on,206,Critic
2326,low,off,255,Critic
2327,low,off,120,Normal
2328,high,on,165,Critic
2329,low,off,159,Normal
2330,low,on,143,Normal
2331,median,on,139,Normal
2332,high,off,198,Critic
2333,high,off,166,Normal
2334,median,off,168,Normal
2335,low,off,132,Normal
2336,low,off,132,Normal
2337,low,on,148,Normal
2338,low,on,158,Normal
2339,median,off,123,Normal
2340,low,off,170,Normal
2341,low,off,143,Normal
2342,median,off,162,Normal
2343,median,on,166,Normal
2344,median,on,148,Normal
2345,low,off,238,Critic
2346,low,off,124,Normal
2347,low,off,136,Normal
2348,low,off,168,Normal
2349,median,on,136,Normal
2350,low,off,202,Critic
2351,median,on,148,Normal
2352,low,off,167,Normal
2353,high,off,154,Normal
2354,median,on,163,Normal
2355,low,on,170,Normal
2356,median,on,124,Normal
2357,high,on,256,Critic
2358,low,on,261,Critic
2359,low,off,166,Normal
2360,low,off,150,Normal
2361,high,off,195,Critic
2362,low,on,158,Normal
2363,low,off,132,Normal
2364,low,on,168,Normal
2365,low,on,120,Normal
2366,high,off,180,Critic
2367,low,off,152,Normal
2368,median,off,132,Normal
2369,low,on,130,Normal
2370,low,on,130,Normal
2371,low,on,162,Normal
2372,high,off,273,Critic
2373,median,off,189,Critic
2374,median,on,130,Normal
2375,high,off,256,Critic
2376,low,on,128,Normal
2377,high,on,169,Normal
2378,low,on,132,Normal
2379,low,off,144,Normal
2380,median,off,126,Normal
2381,median,off,166,Critic
2382,low,off,169,Normal
2383,high,off,292,Critic
2384,low,on,121,Normal
2385,low,on,126,Normal
2386,high,on,152,Normal
2387,high,on,196,Critic
2388,median,on,123,Normal
2389,high,off,168,Critic
2390,high,off,273,Critic
2391,low,off,138,Normal
2392,low,off,154,Normal
2393,high,off,143,Normal
2394,low,on,135,Normal
2395,low,off,139,Normal
2396,low,on,132,Normal
2397,high,off,296,Critic
2398,high,off,153,Normal
2399,high,off,189,Critic
2400,median,off,170,Normal
2401,high,on,128,Normal
2402,low,on,154,Normal
2403,high,off,134,Normal
2404,median,off,157,Normal
2405,low,off,160,Normal
2406,high,off,248,Critic
2407,low,off,151,Normal
2408,low,off,158,Normal
2409,low,off,142,Normal
2410,high,off,158,Critic
2411,high,off,202,Critic
2412,high,off,208,Critic
2413,high,off,142,Normal
2414,high,off,238,Critic
2415,median,off,264,Critic
2416,low,on,132,Normal
2417,low,on,152,Normal
2418,low,on,122,Normal
2419,low,off,142,Normal
2420,high,off,270,Critic
2421,low,off,124,Normal
2422,high,off,186,Critic
2423,median,off,162,Normal
2424,low,off,144,Normal
2425,low,on,154,Normal
2426,low,on,140,Normal
2427,median,off,126,Normal
2428,high,off,279,Critic
2429,median,off,141,Normal
2430,high,off,134,Normal
2431,median,on,143,Normal
2432,median,off,152,Normal
2433,median,on,124,Normal
2434,low,on,141,Normal
2435,high,off,134,Normal
2436,median,off,280,Critic
2437,low,off,131,Normal
2438,high,off,243,Critic
2439,median,off,132,Normal
2440,high,off,150,Normal
2441,low,on,157,Normal
2442,low,off,230,Critic
2443,low,on,122,Normal
2444,low,on,128,Normal
2445,median,on,144,Normal
2446,median,off,164,Normal
2447,median,on,168,Normal
2448,low,on,167,Normal
2449,high,off,262,Critic
2450,low,on,122,Normal
2451,high,off,168,Normal
2452,median,on,168,Normal
2453,high,on,148,Normal
2454,low,on,152,Normal
2455,high,on,126,Normal
2456,high,off,248,Critic
2457,low,on,160,Normal
2458,median,on,196,Critic
2459,low,off,156,Normal
2460,high,off,168,Normal
2461,low,on,134,Normal
2462,low,on,170,Normal
2463,median,on,164,Normal
2464,low,on,183,Critic
2465,median,off,267,Critic
2466,low,on,166,Normal
2467,low,on,141,Normal
2468,high,on,147,Normal
2469,low,on,148,Normal
2470,median,on,125,Normal
2471,low,off,152,Normal
2472,low,off,135,Normal
2473,low,on,147,Normal
2474,low,on,158,Normal
2475,high,on,216,Critic
2476,low,off,143,Normal
2477,low,off,128,Normal
2478,low,on,152,Normal
2479,median,on,120,Normal
2480,median,on,142,Normal
2481,low,off,189,Critic
2482,low,off,169,Normal
2483,low,off,167,Normal
2484,median,on,150,Normal
2485,high,off,153,Critic
2486,low,on,126,Normal
2487,median,on,157,Normal
2488,low,off,126,Normal
2489,low,on,170,Normal
2490,high,on,200,Critic
2491,median,off,138,Normal
2492,high,off,213,Critic
2493,low,off,149,Normal
2494,high,off,244,Critic
2495,median,on,168,Normal
2496,median,off,162,Normal
2497,median,on,158,Normal
2498,low,off,163,Normal
2499,high,off,182,Critic
2500,low,on,159,Normal
2501,low,off,144,Normal
2502,high,off,138,Normal
2503,high,on,190,Critic
2504,high,off,132,Normal
2505,low,off,146,Normal
2506,low,on,206,Critic
2507,low,off,126,Normal
2508,low,on,162,Normal
2509,low,on,264,Critic
2510,high,off,284,Critic
2511,high,on,146,Normal
2512,low,on,141,Normal
2513,high,on,136,Normal
2514,high,off,252,Critic
2515,low,on,136,Normal
2516,median,off,161,Normal
2517,median,on,157,Normal
2518,high,off,212,Critic
2519,median,on,127,Normal
2520,low,off,210,Critic
2521,high,on,165,Normal
2522,high,on,159,Critic
2523,low,off,273,Critic
2524,low,on,176,Critic
2525,low,on,142,Normal
2526,median,on,120,Normal
2527,low,off,120,Normal
2528,median,off,137,Normal
2529,high,off,212,Critic
2530,low,off,158,Normal
2531,low,on,126,Normal
2532,low,off,166,Critic
2533,low,off,159,Normal
2534,high,off,272,Critic
2535,median,on,144,Normal
2536,median,on,135,Normal
2537,low,off,166,Normal
2538,high,on,136,Normal
2539,low,on,144,Normal
2540,low,on,162,Normal
2541,high,off,156,Normal
2542,low,on,157,Normal
2543,low,on,126,Normal
2544,low,on,160,Normal
2545,high,on,218,Critic
2546,low,on,164,Normal
2547,median,off,168,Normal
2548,low,on,138,Normal
2549,high,off,291,Critic
2550,high,on,158,Normal
2551,median,off,155,Normal
2552,low,off,138,Normal
2553,median,on,170,Normal
2554,high,off,145,Normal
2555,high,off,172,Critic
2556,low,off,124,Normal
2557,high,off,156,Normal
2558,low,off,122,Normal
2559,median,on,126,Normal
2560,low,off,120,Normal
2561,median,on,134,Normal
2562,low,on,135,Normal
2563,low,on,170,Normal
2564,median,on,152,Critic
2565,median,on,141,Normal
2566,low,on,153,Normal
2567,low,off,164,Normal
2568,median,off,158,Normal
2569,high,off,189,Critic
2570,high,off,152,Normal
2571,median,off,196,Critic
2572,low,on,134,Normal
2573,low,on,154,Normal
2574,high,on,170,Normal
2575,low,off,140,Normal
2576,low,on,148,Normal
2577,median,off,128,Normal
2578,low,off,142,Normal
2579,high,off,231,Critic
2580,low,off,162,Normal
2581,low,off,168,Normal
2582,median,on,137,Normal
2583,low,on,140,Normal
2584,low,on,162,Normal
2585,low,off,159,Normal
2586,high,off,162,Critic
2587,high,off,150,Normal
2588,low,on,160,Normal
2589,low,on,142,Normal
2590,low,on,170,Normal
2591,low,on,164,Normal
2592,low,off,135,Normal
2593,low,on,122,Normal
2594,low,off,134,Normal
2595,low,on,126,Normal
2596,low,on,140,Normal
2597,low,off,150,Normal
2598,low,off,145,Normal
2599,low,on,170,Normal
2600,median,off,206,Critic
2601,high,off,180,Critic
2602,low,on,168,Normal
2603,low,on,160,Normal
2604,low,on,148,Normal
2605,low,off,138,Normal
2606,median,off,168,Normal
2607,low,on,160,Normal
2608,low,on,160,Normal
2609,low,off,132,Normal
2610,high,off,150,Normal
2611,median,off,128,Normal
2612,low,on,164,Normal
2613,high,on,150,Normal
2614,low,on,159,Normal
2615,high,off,279,Critic
2616,median,on,154,Normal
2617,median,off,154,Normal
2618,median,off,140,Normal
2619,low,on,144,Normal
2620,median,on,144,Normal
2621,high,off,264,Critic
2622,low,off,144,Normal
2623,high,on,158,Normal
2624,high,off,152,Critic
2625,low,on,150,Normal
2626,low,off,164,Normal
2627,low,off,146,Normal
2628,high,off,214,Critic
2629,low,on,131,Normal
2630,low,on,152,Normal
2631,low,off,146,Normal
2632,low,on,146,Normal
2633,high,off,130,Normal
2634,low,on,146,Normal
2635,high,on,158,Normal
2636,high,off,164,Critic
2637,low,on,262,Critic
2638,low,on,155,Normal
2639,median,off,273,Critic
2640,median,off,134,Normal
2641,median,off,294,Critic
2642,low,on,164,Normal
2643,high,off,231,Critic
2644,high,off,243,Critic
2645,median,off,170,Normal
2646,median,on,148,Normal
2647,low,on,124,Normal
2648,low,off,126,Normal
2649,low,on,163,Normal
2650,median,off,143,Normal
2651,high,on,222,Critic
2652,low,off,136,Normal
2653,median,on,125,Normal
2654,low,on,152,Normal
2655,low,off,156,Normal
2656,low,on,158,Normal
2657,low,off,161,Normal
2658,low,on,129,Normal
2659,median,off,162,Normal
2660,high,on,121,Normal
2661,median,on,132,Normal
2662,low,off,136,Normal
2663,low,on,146,Normal
2664,low,on,156,Normal
2665,low,on,146,Normal
2666,median,on,146,Normal
2667,low,off,150,Normal
2668,median,off,128,Normal
2669,low,off,160,Normal
2670,low,off,165,Normal
2671,high,on,262,Critic
2672,low,on,162,Normal
2673,median,on,122,Normal
2674,low,off,130,Normal
2675,median,on,139,Normal
2676,low,off,161,Normal
2677,high,on,178,Critic
2678,high,on,136,Normal
2679,median,off,128,Normal
2680,low,on,142,Normal
2681,high,on,142,Normal
2682,median,off,152,Normal
2683,median,on,152,Normal
2684,low,on,162,Normal
2685,low,off,128,Normal
2686,median,on,151,Normal
2687,high,on,142,Normal
2688,high,off,160,Critic
2689,median,off,152,Normal
2690,low,on,166,Critic
2691,median,on,122,Normal
2692,low,on,156,Normal
2693,median,off,168,Normal
2694,low,off,159,Normal
2695,low,off,150,Normal
2696,low,on,151,Normal
2697,median,on,166,Normal
2698,low,off,157,Normal
2699,high,off,160,Normal
2700,low,off,176,Critic
2701,high,off,194,Critic
2702,high,off,140,Normal
2703,high,on,160,Normal
2704,median,on,169,Normal
2705,high,on,195,Critic
2706,low,off,126,Normal
2707,high,off,129,Normal
2708,high,off,201,Critic
2709,median,off,168,Normal
2710,high,off,258,Critic
2711,high,off,164,Normal
2712,median,off,244,Critic
2713,median,off,124,Normal
2714,high,off,252,Critic
2715,median,on,133,Normal
2716,median,off,188,Critic
2717,low,on,153,Normal
2718,low,on,166,Normal
2719,high,on,132,Normal
2720,low,on,142,Normal
2721,median,off,300,Critic
2722,low,off,120,Normal
2723,low,on,144,Normal
2724,low,off,150,Normal
2725,low,on,128,Normal
2726,high,off,176,Critic
2727,high,on,158,Normal
2728,high,off,122,Normal
2729,low,off,232,Critic
2730,median,off,156,Normal
2731,low,on,170,Normal
2732,high,on,138,Normal
2733,low,off,133,Normal
2734,low,on,136,Normal
2735,low,on,132,Normal
2736,high,on,142,Normal
2737,high,off,130,Normal
2738,low,on,132,Normal
2739,low,on,130,Normal
2740,low,on,136,Normal
2741,median,off,196,Critic
2742,median,on,132,Normal
2743,high,off,256,Critic
2744,low,off,168,Normal
2745,low,on,154,Normal
2746,median,on,136,Normal
2747,low,off,146,Normal
2748,low,off,120,Normal
2749,high,off,284,Critic
2750,low,off,134,Normal
2751,median,on,163,Normal
2752,low,off,153,Normal
2753,high,off,163,Normal
2754,median,off,286,Critic
2755,low,off,146,Normal
2756,low,off,144,Normal
2757,high,off,156,Critic
2758,low,off,124,Normal
2759,low,on,130,Normal
2760,high,on,147,Normal
2761,median,off,132,Normal
2762,median,off,136,Normal
2763,high,on,128,Normal
2764,median,on,144,Normal
2765,low,off,146,Normal
2766,low,on,132,Normal
2767,low,on,146,Normal
2768,high,on,206,Critic
2769,median,off,128,Normal
2770,high,off,201,Critic
2771,low,off,152,Normal
2772,high,off,246,Critic
2773,median,off,128,Normal
2774,median,on,129,Normal
2775,high,off,280,Critic
2776,median,off,162,Normal
2777,high,on,160,Normal
2778,high,off,140,Normal
2779,low,on,151,Normal
2780,low,off,150,Normal
2781,low,on,136,Normal
2782,median,off,152,Normal
2783,low,on,128,Normal
2784,low,off,149,Normal
2785,low,on,163,Normal
2786,median,on,156,Normal
2787,low,on,142,Normal
2788,low,off,159,Normal
2789,low,off,130,Normal
2790,low,on,132,Normal
2791,low,off,124,Normal
2792,low,off,164,Normal
2793,median,off,158,Normal
2794,low,on,138,Normal
2795,low,on,134,Normal
2796,high,off,234,Critic
2797,high,off,144,Normal
2798,high,off,238,Critic
2799,low,off,214,Critic
2800,high,off,224,Critic
2801,median,on,228,Critic
2802,low,off,126,Normal
2803,low,on,166,Normal
2804,low,on,155,Normal
2805,low,off,140,Normal
2806,median,off,165,Normal
2807,low,on,134,Normal
2808,low,on,133,Normal
2809,low,off,125,Normal
2810,median,off,168,Normal
2811,median,off,121,Normal
2812,low,off,155,Normal
2813,median,on,126,Normal
2814,median,off,144,Normal
2815,median,on,164,Normal
2816,low,off,170,Normal
2817,low,off,125,Normal
2818,median,off,132,Normal
2819,low,on,149,Normal
2820,low,on,157,Normal
2821,low,off,142,Normal
2822,median,off,134,Normal
2823,high,off,246,Critic
2824,low,off,140,Normal
2825,high,on,143,Normal
2826,low,on,144,Normal
2827,low,on,130,Normal
2828,median,on,128,Normal
2829,low,off,166,Normal
2830,low,off,130,Normal
2831,low,off,120,Normal
2832,low,on,149,Normal
2833,high,off,162,Normal
2834,median,on,150,Normal
2835,high,off,292,Critic
2836,high,off,220,Critic
2837,median,on,168,Normal
2838,low,off,126,Normal
2839,low,on,136,Normal
2840,high,on,148,Normal
2841,median,off,225,Critic
2842,median,on,144,Normal
2843,median,on,202,Critic
2844,high,on,140,Normal
2845,low,on,168,Normal
2846,low,off,134,Normal
2847,high,off,144,Normal
2848,median,off,138,Normal
2849,low,off,136,Normal
2850,low,on,170,Normal
2851,median,on,141,Normal
2852,low,off,148,Normal
2853,low,off,121,Normal
2854,low,off,285,Critic
2855,high,off,160,Critic
2856,low,on,130,Normal
2857,median,on,151,Normal
2858,median,off,164,Normal
2859,low,off,131,Normal
2860,low,off,124,Normal
2861,low,off,170,Normal
2862,high,on,168,Normal
2863,low,off,168,Critic
2864,high,on,242,Critic
2865,low,on,164,Normal
2866,low,on,132,Normal
2867,low,on,168,Normal
2868,low,on,126,Normal
2869,median,off,164,Normal
2870,low,off,142,Normal
2871,high,on,260,Critic
2872,median,off,150,Normal
2873,median,on,150,Normal
2874,median,off,163,Normal
2875,median,on,238,Critic
2876,median,on,212,Critic
2877,low,on,170,Normal
2878,high,on,144,Normal
2879,low,off,140,Normal
2880,low,on,127,Normal
2881,high,on,156,Critic
2882,low,on,144,Normal
2883,median,on,144,Normal
2884,low,on,130,Normal
2885,median,on,126,Normal
2886,high,off,168,Normal
2887,low,off,162,Normal
2888,median,on,230,Critic
2889,low,off,130,Normal
2890,low,on,156,Normal
2891,low,off,148,Normal
2892,high,on,152,Critic
2893,high,off,162,Normal
2894,median,on,121,Normal
2895,median,on,144,Normal
2896,low,on,152,Normal
2897,median,on,142,Normal
2898,high,off,164,Normal
2899,low,off,134,Normal
2900,low,off,124,Normal
2901,low,off,144,Normal
2902,low,on,166,Normal
2903,low,on,150,Normal
2904,median,off,128,Normal
2905,high,off,152,Critic
2906,high,off,207,Critic
2907,high,off,195,Critic
2908,low,on,160,Normal
2909,high,on,129,Normal
2910,high,off,238,Critic
2911,low,off,157,Normal
2912,median,off,184,Critic
2913,low,on,152,Normal
2914,low,off,148,Normal
2915,low,off,164,Normal
2916,high,on,168,Normal
2917,low,on,122,Normal
2918,low,on,129,Normal
2919,low,on,136,Normal
2920,low,on,156,Normal
2921,high,off,170,Normal
2922,low,on,122,Normal
2923,low,on,160,Normal
2924,median,on,150,Normal
2925,low,off,158,Normal
2926,low,on,148,Normal
2927,low,on,122,Normal
2928,low,off,122,Normal
2929,low,on,138,Normal
2930,low,off,120,Normal
2931,high,on,254,Critic
2932,low,off,139,Normal
2933,high,on,128,Normal
2934,low,on,186,Critic
2935,low,on,148,Normal
2936,median,on,158,Normal
2937,median,on,164,Normal
2938,low,off,129,Normal
2939,low,off,222,Critic
2940,high,off,158,Critic
2941,low,off,162,Normal
2942,median,off,213,Critic
2943,median,off,144,Normal
2944,low,on,140,Normal
2945,low,off,142,Normal
2946,median,off,140,Normal
2947,low,off,122,Normal
2948,high,on,234,Critic
2949,low,off,148,Normal
2950,high,off,279,Critic
2951,low,off,152,Normal
2952,low,off,142,Normal
2953,median,off,169,Normal
2954,high,on,143,Normal
2955,high,off,126,Normal
2956,median,off,132,Normal
2957,low,on,140,Normal
2958,high,on,210,Critic
2959,low,on,298,Critic
2960,high,off,249,Critic
2961,median,off,169,Normal
2962,low,on,154,Normal
2963,low,off,207,Critic
2964,median,on,135,Normal
2965,high,on,300,Critic
2966,median,on,132,Normal
2967,high,off,148,Normal
2968,median,on,137,Normal
2969,median,off,142,Normal
2970,median,on,154,Normal
2971,median,off,126,Normal
2972,median,on,128,Normal
2973,high,on,142,Normal
2974,median,off,177,Critic
2975,median,off,273,Critic
2976,low,off,160,Normal
2977,low,off,132,Normal
2978,low,on,158,Normal
2979,low,off,128,Normal
2980,high,off,264,Critic
2981,high,off,172,Critic
2982,median,on,168,Normal
2983,low,off,150,Normal
2984,low,off,142,Normal
2985,median,on,138,Normal
2986,median,on,124,Normal
2987,median,off,153,Normal
2988,low,on,162,Normal
2989,high,off,189,Critic
2990,low,off,132,Normal
2991,low,on,128,Normal
2992,median,off,148,Normal
2993,low,off,160,Normal
2994,low,off,128,Normal
2995,low,on,149,Normal
2996,low,off,146,Normal
2997,low,on,128,Normal
2998,low,off,124,Normal
2999,low,on,122,Normal
3000,median,on,153,Normal
3001,median,on,126,Normal
3002,median,off,124,Normal
3003,low,on,150,Normal
3004,low,on,147,Normal
3005,high,off,153,Critic
3006,low,on,158,Normal
3007,high,on,140,Normal
3008,high,on,136,Normal
3009,high,off,143,Normal
3010,high,off,172,Critic
3011,low,off,132,Normal
3012,median,off,142,Normal
3013,low,on,124,Normal
3014,high,on,164,Normal
3015,median,on,132,Normal
3016,high,off,285,Critic
3017,high,off,138,Normal
3018,low,on,154,Normal
3019,low,on,152,Normal
3020,median,off,246,Critic
3021,median,off,208,Critic
3022,low,off,143,Normal
3023,median,on,136,Normal
3024,high,on,274,Critic
3025,low,off,144,Normal
3026,median,off,144,Normal
3027,median,off,138,Normal
3028,low,on,167,Normal
3029,median,off,158,Normal
3030,median,off,127,Normal
3031,low,on,170,Normal
3032,high,on,143,Normal
3033,high,off,148,Normal
3034,high,off,150,Normal
3035,high,off,154,Normal
3036,low,off,140,Normal
3037,median,on,150,Normal
3038,low,off,162,Normal
3039,low,on,138,Normal
3040,low,on,129,Normal
3041,median,on,168,Normal
3042,median,off,262,Critic
3043,low,on,148,Normal
3044,low,on,164,Normal
3045,low,off,126,Normal
3046,high,off,278,Critic
3047,high,on,140,Normal
3048,low,on,165,Normal
3049,low,off,165,Normal
3050,median,off,166,Normal
3051,low,on,160,Normal
3052,low,off,147,Normal
3053,median,on,138,Normal
3054,high,off,144,Normal
3055,low,off,136,Normal
3056,high,off,267,Critic
3057,high,off,234,Critic
3058,median,on,160,Normal
3059,median,off,139,Normal
3060,median,on,121,Normal
3061,low,off,125,Normal
3062,high,off,153,Normal
3063,median,on,144,Normal
3064,median,off,128,Normal
3065,median,off,137,Normal
3066,median,on,127,Normal
3067,high,on,164,Normal
3068,low,off,128,Normal
3069,low,off,142,Normal
3070,low,off,155,Normal
3071,low,off,144,Normal
3072,high,off,160,Normal
3073,high,on,164,Normal
3074,high,on,138,Normal
3075,median,off,220,Critic
3076,high,off,158,Normal
3077,low,off,136,Normal
3078,low,on,186,Critic
3079,high,off,231,Critic
3080,low,off,152,Normal
3081,low,on,161,Normal
3082,high,on,130,Normal
3083,median,off,169,Normal
3084,low,off,150,Normal
3085,low,off,130,Normal
3086,high,off,171,Critic
3087,high,off,206,Critic
3088,low,on,189,Critic
3089,low,on,152,Normal
3090,median,off,280,Critic
3091,high,off,158,Normal
3092,low,off,144,Normal
3093,median,on,138,Normal
3094,high,on,144,Normal
3095,high,off,166,Normal
3096,high,off,170,Critic
3097,high,off,142,Normal
3098,median,off,267,Critic
3099,median,on,130,Normal
3100,low,off,127,Normal
3101,high,on,120,Normal
3102,low,on,124,Normal
3103,low,on,152,Normal
3104,low,off,151,Normal
3105,median,off,122,Normal
3106,median,off,210,Critic
3107,high,off,174,Critic
3108,low,off,126,Normal
3109,low,on,135,Normal
3110,low,off,164,Normal
3111,low,on,164,Normal
3112,low,on,164,Normal
3113,low,on,162,Normal
3114,median,on,132,Normal
3115,low,on,139,Normal
3116,low,on,123,Normal
3117,low,off,150,Normal
3118,high,on,152,Normal
3119,low,on,142,Normal
3120,median,off,170,Normal
3121,median,off,162,Normal
3122,low,on,144,Normal
3123,median,off,176,Critic
3124,low,on,134,Normal
3125,median,off,169,Normal
3126,median,off,145,Normal
3127,median,on,125,Normal
3128,low,on,148,Normal
3129,low,off,134,Normal
3130,low,on,130,Normal
3131,high,off,232,Critic
3132,low,off,168,Normal
3133,high,on,158,Normal
3134,low,off,140,Normal
3135,median,on,146,Normal
3136,low,off,165,Critic
3137,high,on,240,Critic
3138,median,off,146,Normal
3139,median,on,168,Normal
3140,low,off,130,Normal
3141,high,off,124,Normal
3142,high,off,154,Critic
3143,low,on,134,Normal
3144,low,on,130,Normal
3145,low,off,146,Normal
3146,low,on,262,Critic
3147,median,off,164,Normal
3148,high,off,250,Critic
3149,low,on,122,Normal
3150,high,on,158,Critic
3151,low,off,134,Normal
3152,low,on,136,Normal
3153,low,off,135,Normal
3154,median,on,161,Normal
3155,low,on,163,Normal
3156,low,on,122,Normal
3157,low,on,126,Normal
3158,median,on,268,Critic
3159,low,off,124,Normal
3160,low,on,128,Normal
3161,median,off,152,Normal
3162,low,off,168,Normal
3163,low,off,161,Normal
3164,high,on,231,Critic
3165,low,on,158,Normal
3166,low,on,148,Normal
3167,median,on,246,Critic
3168,high,off,148,Normal
3169,high,on,160,Critic
3170,low,on,131,Normal
3171,median,off,145,Normal
3172,low,off,183,Critic
3173,low,on,124,Normal
3174,low,on,134,Normal
3175,high,off,128,Normal
3176,high,on,165,Normal
3177,low,on,144,Normal
3178,median,on,133,Normal
3179,median,off,150,Normal
3180,median,on,166,Normal
3181,median,off,120,Normal
3182,low,off,144,Normal
3183,high,off,153,Normal
3184,low,off,122,Normal
3185,low,off,161,Normal
3186,high,off,138,Normal
3187,low,off,124,Normal
3188,low,off,142,Normal
3189,median,on,135,Normal
3190,high,on,140,Normal
3191,low,on,128,Normal
3192,high,on,250,Critic
3193,low,off,166,Normal
3194,median,on,152,Normal
3195,low,on,129,Normal
3196,high,off,219,Critic
3197,high,off,267,Critic
3198,low,on,170,Normal
3199,median,off,124,Normal
3200,median,on,144,Normal
3201,median,on,121,Normal
3202,low,on,163,Normal
3203,low,on,124,Normal
3204,high,off,154,Critic
3205,low,off,154,Normal
3206,low,on,228,Critic
3207,low,on,122,Normal
3208,high,off,296,Critic
3209,low,on,167,Normal
3210,low,off,270,Critic
3211,median,off,129,Normal
3212,low,on,160,Normal
3213,low,on,162,Normal
3214,low,on,142,Normal
3215,low,off,130,Normal
3216,high,off,264,Critic
3217,low,off,145,Normal
3218,high,on,240,Critic
3219,median,on,162,Normal
3220,high,off,136,Normal
3221,high,on,201,Critic
3222,median,on,161,Normal
3223,high,on,130,Normal
3224,median,off,143,Normal
3225,high,on,142,Normal
3226,low,on,162,Normal
3227,low,on,141,Normal
3228,median,off,218,Critic
3229,low,on,128,Normal
3230,low,on,154,Normal
3231,high,on,158,Normal
3232,low,off,122,Normal
3233,median,on,150,Normal
3234,median,off,140,Normal
3235,high,off,121,Normal
3236,low,off,168,Normal
3237,low,off,136,Normal
3238,low,off,124,Normal
3239,median,off,168,Normal
3240,low,on,136,Normal
3241,low,off,162,Normal
3242,median,on,146,Normal
3243,low,on,136,Normal
3244,high,off,218,Critic
3245,high,on,134,Normal
3246,low,on,142,Normal
3247,low,on,127,Normal
3248,low,on,122,Normal
3249,high,on,154,Normal
3250,low,on,162,Normal
3251,high,off,126,Normal
3252,low,on,158,Normal
3253,high,off,250,Critic
3254,high,on,200,Critic
3255,high,off,170,Normal
3256,high,off,128,Normal
3257,low,off,138,Normal
3258,high,on,160,Normal
3259,low,on,169,Normal
3260,high,off,154,Normal
3261,low,on,142,Normal
3262,low,on,140,Normal
3263,low,on,156,Normal
3264,high,on,144,Normal
3265,low,off,136,Normal
3266,low,off,120,Normal
3267,low,on,168,Normal
3268,median,on,142,Normal
3269,median,off,122,Normal
3270,median,on,132,Normal
3271,low,off,160,Normal
3272,median,on,182,Critic
3273,high,on,248,Critic
3274,median,on,124,Normal
3275,median,off,128,Normal
3276,low,off,142,Normal
3277,median,on,134,Normal
3278,low,on,166,Normal
3279,high,off,167,Normal
3280,low,on,178,Critic
3281,high,off,158,Normal
3282,low,on,126,Normal
3283,low,on,163,Normal
3284,high,off,140,Normal
3285,high,off,267,Critic
3286,high,off,279,Critic
3287,low,off,138,Normal
3288,median,on,144,Normal
3289,low,on,167,Normal
3290,low,off,140,Normal
3291,high,on,266,Critic
3292,high,off,238,Critic
3293,median,on,146,Normal
3294,high,off,240,Critic
3295,low,off,128,Normal
3296,low,on,126,Normal
3297,low,off,134,Normal
