user,movie,date_of_grade,grade
473,29,15-10-14,2
473,31,15-10-01,5
473,44,15-10-14,4
473,46,15-10-17,3
473,48,15-10-19,3
473,61,15-10-08,2
473,63,15-10-07,3
473,65,15-10-12,5
473,78,15-10-18,1
473,80,15-10-19,5
473,82,15-10-16,2
473,95,15-10-17,4
473,97,15-10-07,4
473,99,15-10-05,2
474,4,15-10-16,3
474,8,15-10-13,2
474,17,15-10-06,2
474,21,15-10-03,5
474,30,15-10-09,4
474,34,15-10-18,1
474,43,15-10-16,4
474,47,15-10-06,1
474,56,15-10-14,3
474,60,15-10-17,5
474,65,15-10-09,4
474,69,15-10-10,3
474,78,15-10-15,3
474,82,15-10-01,2
474,91,15-10-04,3
474,95,15-10-09,4
475,4,15-10-06,2
475,9,15-10-09,4
475,14,15-10-20,2
475,23,15-10-17,1
475,28,15-10-10,3
475,33,15-10-08,2
475,38,15-10-19,4
475,42,15-10-14,1
475,47,15-10-16,3
475,52,15-10-09,2
475,57,15-10-01,1
475,66,15-10-19,4
475,71,15-10-05,2
475,76,15-10-19,4
475,85,15-10-14,5
475,90,15-10-01,2
475,95,15-10-01,5
476,2,15-10-08,3
476,11,15-10-15,1
476,15,15-10-12,3
476,24,15-10-03,2
476,28,15-10-10,4
476,37,15-10-15,1
476,41,15-10-20,5
476,50,15-10-14,4
476,54,15-10-08,4
476,63,15-10-05,3
476,67,15-10-03,3
476,76,15-10-17,5
476,80,15-10-15,2
476,89,15-10-18,1
476,93,15-10-14,5
476,98,15-10-01,4
477,3,15-10-16,2
477,14,15-10-17,1
477,25,15-10-14,1
477,36,15-10-19,5
477,47,15-10-15,4
477,92,15-10-20,1
478,18,15-10-12,2
478,37,15-10-13,3
478,56,15-10-14,3
478,61,15-10-20,1
478,75,15-10-13,5
478,80,15-10-10,3
478,94,15-10-13,1
478,99,15-10-12,5
479,6,15-10-10,2
479,13,15-10-09,3
479,20,15-10-02,5
479,27,15-10-20,3
479,34,15-10-15,2
479,41,15-10-17,1
479,48,15-10-04,1
479,85,15-10-18,3
479,92,15-10-20,5
479,99,15-10-18,2
480,54,15-10-11,1
480,59,15-10-13,5
480,64,15-10-15,1
480,69,15-10-03,3
480,74,15-10-12,3
480,79,15-10-17,2
480,84,15-10-02,4
480,89,15-10-07,2
481,1,15-10-03,3
481,3,15-10-15,1
481,16,15-10-09,4
481,18,15-10-19,5
481,20,15-10-01,4
481,33,15-10-11,1
481,35,15-10-19,2
481,50,15-10-02,1
481,52,15-10-14,4
481,67,15-10-20,2
481,69,15-10-12,4
481,84,15-10-19,5
481,86,15-10-09,2
481,99,15-10-05,4
482,3,15-10-14,1
482,10,15-10-16,2
482,17,15-10-20,2
482,24,15-10-09,2
482,54,15-10-08,3
482,61,15-10-08,2
482,68,15-10-18,2
482,75,15-10-15,3
482,82,15-10-14,3
482,89,15-10-03,1
482,96,15-10-04,5
483,2,15-10-15,3
483,7,15-10-02,1
483,16,15-10-14,5
483,21,15-10-01,3
483,26,15-10-05,3
483,35,15-10-04,3
483,40,15-10-14,1
483,45,15-10-13,3
483,54,15-10-04,2
483,59,15-10-11,3
483,64,15-10-09,1
483,73,15-10-05,3
483,78,15-10-17,4
483,83,15-10-09,4
483,92,15-10-12,4
483,97,15-10-03,4
484,0,15-10-14,5
484,5,15-10-08,5
484,10,15-10-20,1
484,15,15-10-19,2
484,35,15-10-06,5
484,40,15-10-04,3
484,45,15-10-19,4
484,50,15-10-17,4
484,55,15-10-19,2
484,60,15-10-18,4
484,65,15-10-01,3
484,70,15-10-06,5
484,75,15-10-03,1
484,80,15-10-16,2
484,85,15-10-16,2
484,90,15-10-16,4
484,95,15-10-03,1
485,7,15-10-15,2
485,8,15-10-09,3
485,18,15-10-02,4
485,19,15-10-10,1
485,29,15-10-06,2
485,30,15-10-12,5
485,40,15-10-03,2
485,41,15-10-09,3
485,51,15-10-06,2
485,52,15-10-20,5
485,53,15-10-13,2
485,62,15-10-13,5
485,63,15-10-03,2
485,64,15-10-14,2
485,74,15-10-18,2
485,75,15-10-06,2
485,85,15-10-14,2
485,86,15-10-13,5
485,96,15-10-19,5
485,97,15-10-14,2
486,0,15-10-05,3
486,7,15-10-12,4
486,9,15-10-05,1
486,16,15-10-09,4
486,23,15-10-02,5
486,30,15-10-02,5
486,37,15-10-05,4
486,44,15-10-02,3
486,51,15-10-19,1
486,58,15-10-16,3
486,65,15-10-08,5
486,72,15-10-06,4
486,79,15-10-05,4
486,86,15-10-03,2
486,93,15-10-15,5
487,3,15-10-10,2
487,8,15-10-19,1
487,13,15-10-08,4
487,48,15-10-17,5
487,53,15-10-18,1
487,58,15-10-20,2
487,63,15-10-12,5
487,68,15-10-01,1
487,73,15-10-07,4
487,78,15-10-20,2
487,83,15-10-19,5
487,88,15-10-09,1
487,93,15-10-12,1
487,98,15-10-13,4
488,49,15-10-13,4
488,54,15-10-11,4
488,59,15-10-07,2
488,64,15-10-12,3
488,69,15-10-17,2
488,74,15-10-04,2
488,79,15-10-04,2
488,84,15-10-14,5
488,89,15-10-08,3
489,1,15-10-10,3
489,3,15-10-09,4
489,5,15-10-13,5
489,16,15-10-17,4
489,18,15-10-12,4
489,20,15-10-13,2
489,22,15-10-08,5
489,33,15-10-03,1
489,35,15-10-16,5
489,37,15-10-08,3
489,50,15-10-20,4
489,52,15-10-02,4
489,54,15-10-12,2
489,67,15-10-19,2
489,69,15-10-19,4
489,71,15-10-16,2
489,84,15-10-12,5
489,86,15-10-02,3
489,88,15-10-20,5
490,3,15-10-03,4
490,8,15-10-08,4
490,13,15-10-02,3
490,22,15-10-17,4
490,27,15-10-06,2
490,32,15-10-04,2
490,41,15-10-02,4
490,46,15-10-04,2
490,51,15-10-06,4
490,56,15-10-18,1
490,60,15-10-14,4
490,65,15-10-03,4
490,70,15-10-08,2
490,75,15-10-05,2
490,79,15-10-05,2
490,84,15-10-19,5
490,89,15-10-10,4
490,94,15-10-20,3
490,98,15-10-20,2
491,9,15-10-14,2
491,28,15-10-20,2
491,47,15-10-08,4
491,66,15-10-15,3
491,85,15-10-10,3
491,90,15-10-15,5
492,12,15-10-02,1
492,17,15-10-19,4
492,22,15-10-09,4
492,27,15-10-16,4
492,32,15-10-01,5
492,37,15-10-04,5
492,42,15-10-09,2
492,47,15-10-12,2
493,31,15-10-20,4
493,34,15-10-02,1
493,37,15-10-06,1
493,40,15-10-11,2
493,43,15-10-08,2
493,46,15-10-09,3
494,4,15-10-13,5
494,9,15-10-12,5
494,14,15-10-03,4
494,19,15-10-07,5
494,24,15-10-17,4
494,69,15-10-14,3
494,74,15-10-02,3
494,79,15-10-03,5
494,84,15-10-06,1
494,89,15-10-16,4
494,94,15-10-15,5
494,99,15-10-12,5
495,1,15-10-18,1
495,10,15-10-13,5
495,14,15-10-13,2
495,23,15-10-08,5
495,27,15-10-17,3
495,36,15-10-14,1
495,49,15-10-04,4
495,62,15-10-18,2
495,75,15-10-13,4
495,88,15-10-12,1
496,1,15-10-08,1
496,5,15-10-10,3
496,14,15-10-13,4
496,18,15-10-05,1
496,27,15-10-05,3
496,31,15-10-10,3
496,40,15-10-17,2
496,53,15-10-08,3
496,66,15-10-04,5
496,75,15-10-04,4
496,79,15-10-15,4
496,88,15-10-16,1
496,92,15-10-03,5
497,4,15-10-12,4
497,9,15-10-14,5
497,14,15-10-12,1
497,23,15-10-18,3
497,28,15-10-04,2
497,33,15-10-14,1
497,42,15-10-18,2
497,47,15-10-12,4
497,52,15-10-18,5
497,61,15-10-03,4
497,66,15-10-18,5
497,71,15-10-10,1
497,80,15-10-04,4
497,85,15-10-18,2
497,90,15-10-08,4
497,95,15-10-12,1
497,99,15-10-11,1
498,10,15-10-14,5
498,23,15-10-02,3
498,36,15-10-17,4
498,49,15-10-17,4
498,71,15-10-03,4
498,84,15-10-17,1
498,97,15-10-19,4
499,9,15-10-12,5
499,12,15-10-08,1
499,15,15-10-19,4
499,18,15-10-04,4
499,21,15-10-10,3
499,24,15-10-12,1
500,19,15-10-05,2
500,26,15-10-03,4
500,33,15-10-01,4
500,40,15-10-14,4
500,47,15-10-01,3
500,54,15-10-01,5
500,61,15-10-02,5
500,68,15-10-16,1
501,81,15-10-04,2
501,84,15-10-10,1
501,87,15-10-20,3
501,90,15-10-14,4
501,93,15-10-16,1
501,96,15-10-01,5
501,99,15-10-08,5
502,8,15-10-16,4
502,13,15-10-07,1
502,18,15-10-04,5
502,27,15-10-01,2
502,32,15-10-05,3
502,37,15-10-08,3
502,46,15-10-12,5
502,51,15-10-16,5
502,56,15-10-12,5
502,70,15-10-17,3
502,75,15-10-17,2
502,80,15-10-05,5
502,89,15-10-13,4
502,94,15-10-08,1
502,99,15-10-04,4
503,65,15-10-01,3
503,68,15-10-01,2
503,71,15-10-17,1
503,74,15-10-07,2
503,77,15-10-17,4
503,80,15-10-09,4
503,83,15-10-14,5
503,86,15-10-07,5
503,89,15-10-10,5
504,10,15-10-05,4
504,22,15-10-18,2
504,33,15-10-12,1
504,44,15-10-09,2
504,55,15-10-13,5
504,66,15-10-09,4
504,77,15-10-06,5
504,88,15-10-19,2
504,99,15-10-01,2
505,0,15-10-12,4
505,7,15-10-12,5
505,14,15-10-04,2
505,21,15-10-09,3
505,28,15-10-12,3
505,37,15-10-11,4
505,44,15-10-05,5
505,51,15-10-20,2
505,58,15-10-05,3
505,65,15-10-02,2
505,72,15-10-09,4
505,79,15-10-15,3
505,86,15-10-16,3
505,93,15-10-19,1
506,6,15-10-03,5
506,11,15-10-10,1
506,16,15-10-02,2
506,25,15-10-03,5
506,30,15-10-17,2
506,35,15-10-20,2
506,44,15-10-03,4
506,49,15-10-19,1
506,54,15-10-04,4
506,63,15-10-12,4
506,68,15-10-13,1
506,73,15-10-04,3
506,78,15-10-19,2
506,82,15-10-17,2
506,87,15-10-06,4
506,92,15-10-11,1
506,97,15-10-03,2
507,7,15-10-13,4
507,20,15-10-13,3
507,33,15-10-18,4
507,46,15-10-05,5
507,55,15-10-06,2
507,59,15-10-20,1
507,68,15-10-03,1
507,72,15-10-10,5
507,81,15-10-10,5
507,85,15-10-07,5
507,94,15-10-19,1
508,8,15-10-18,3
508,10,15-10-08,1
508,12,15-10-20,3
508,25,15-10-03,3
508,27,15-10-13,4
508,29,15-10-08,1
508,42,15-10-02,1
508,44,15-10-06,4
508,46,15-10-11,5
508,59,15-10-04,5
508,61,15-10-09,4
508,63,15-10-12,5
508,74,15-10-18,5
508,76,15-10-13,3
508,78,15-10-14,2
508,80,15-10-07,1
508,91,15-10-12,5
508,93,15-10-07,4
508,95,15-10-01,1
509,0,15-10-04,5
509,11,15-10-06,3
509,22,15-10-06,5
509,33,15-10-07,4
509,44,15-10-14,5
509,55,15-10-11,2
509,67,15-10-06,5
509,78,15-10-13,2
509,89,15-10-07,2
510,1,15-10-04,2
510,3,15-10-06,3
510,5,15-10-09,2
510,16,15-10-11,5
510,18,15-10-18,2
510,20,15-10-20,4
510,33,15-10-19,5
510,35,15-10-07,4
510,37,15-10-14,5
510,50,15-10-19,1
510,52,15-10-03,1
510,54,15-10-08,4
510,67,15-10-15,3
510,69,15-10-15,4
510,71,15-10-19,5
510,84,15-10-03,2
510,86,15-10-04,5
510,88,15-10-03,4
511,1,15-10-18,4
511,3,15-10-19,5
511,18,15-10-07,5
511,20,15-10-11,4
511,33,15-10-04,3
511,35,15-10-10,2
511,37,15-10-13,2
511,50,15-10-01,4
511,52,15-10-01,3
511,54,15-10-07,4
511,67,15-10-19,4
511,69,15-10-02,5
511,84,15-10-06,4
511,86,15-10-06,1
512,4,15-10-09,4
512,9,15-10-05,2
512,14,15-10-02,1
512,19,15-10-09,3
512,24,15-10-02,2
512,29,15-10-03,4
512,34,15-10-16,4
512,39,15-10-10,1
512,84,15-10-10,5
512,89,15-10-13,2
512,94,15-10-02,5
512,99,15-10-15,5
513,9,15-10-10,3
513,14,15-10-02,2
513,19,15-10-16,5
513,24,15-10-08,2
513,29,15-10-02,3
513,34,15-10-13,4
513,39,15-10-04,5
513,44,15-10-09,5
513,49,15-10-11,3
513,54,15-10-01,2
513,59,15-10-06,1
513,64,15-10-15,4
513,69,15-10-14,2
513,74,15-10-08,2
513,79,15-10-18,5
514,6,15-10-02,1
514,8,15-10-13,3
514,23,15-10-02,1
514,25,15-10-12,5
514,40,15-10-04,1
514,42,15-10-14,1
514,55,15-10-17,1
514,57,15-10-15,3
514,59,15-10-03,2
514,72,15-10-14,5
514,74,15-10-17,1
514,76,15-10-05,3
514,89,15-10-19,5
514,91,15-10-13,5
515,7,15-10-12,4
515,9,15-10-08,4
515,11,15-10-18,2
515,24,15-10-06,1
515,26,15-10-11,2
515,28,15-10-17,4
515,41,15-10-18,1
515,43,15-10-04,1
515,45,15-10-19,5
515,58,15-10-08,5
515,60,15-10-03,4
515,62,15-10-01,2
515,75,15-10-18,3
515,77,15-10-15,5
515,92,15-10-14,3
515,94,15-10-02,4
516,1,15-10-06,4
516,6,15-10-19,5
516,71,15-10-05,4
516,76,15-10-18,1
516,81,15-10-04,2
516,86,15-10-11,3
516,91,15-10-15,1
516,96,15-10-03,3
517,4,15-10-05,2
517,5,15-10-10,5
517,15,15-10-13,1
517,16,15-10-18,4
517,26,15-10-15,3
517,27,15-10-19,4
517,37,15-10-18,4
517,38,15-10-06,2
517,48,15-10-16,5
517,49,15-10-11,2
517,60,15-10-20,4
517,61,15-10-19,1
517,71,15-10-10,5
517,72,15-10-01,3
517,82,15-10-08,3
517,83,15-10-17,1
517,93,15-10-03,3
517,94,15-10-04,5
518,19,15-10-15,3
518,24,15-10-05,4
518,29,15-10-10,4
518,34,15-10-17,2
518,39,15-10-07,2
518,44,15-10-19,1
518,49,15-10-16,2
518,54,15-10-13,4
518,59,15-10-02,4
518,64,15-10-06,2
518,69,15-10-08,1
518,74,15-10-08,3
519,1,15-10-05,4
519,15,15-10-06,3
519,20,15-10-14,1
519,34,15-10-08,3
519,39,15-10-15,1
519,53,15-10-04,3
519,58,15-10-10,2
519,63,15-10-04,2
519,77,15-10-03,3
519,82,15-10-01,5
519,96,15-10-14,3
520,7,15-10-06,2
520,20,15-10-08,3
520,33,15-10-04,3
520,42,15-10-13,1
520,46,15-10-10,5
520,55,15-10-01,2
520,68,15-10-05,1
520,81,15-10-05,5
520,94,15-10-07,1
521,70,15-10-13,3
521,73,15-10-16,5
521,76,15-10-13,3
521,79,15-10-15,4
521,82,15-10-14,5
521,85,15-10-03,4
521,88,15-10-02,1
521,91,15-10-17,2
522,7,15-10-03,3
522,18,15-10-11,2
522,29,15-10-12,1
522,40,15-10-19,4
522,51,15-10-01,3
522,62,15-10-04,3
522,73,15-10-17,4
522,84,15-10-09,3
522,96,15-10-01,4
523,1,15-10-10,4
523,4,15-10-07,4
523,7,15-10-19,1
523,10,15-10-18,3
523,13,15-10-09,1
523,16,15-10-14,5
523,19,15-10-03,5
523,22,15-10-01,5
523,25,15-10-11,3
523,28,15-10-08,4
523,31,15-10-17,3
523,34,15-10-04,2
523,86,15-10-10,5
523,89,15-10-17,3
523,92,15-10-08,2
523,95,15-10-02,1
523,98,15-10-11,2
524,2,15-10-19,2
524,7,15-10-03,5
524,12,15-10-01,3
524,21,15-10-07,5
524,26,15-10-04,5
524,31,15-10-19,3
524,40,15-10-12,2
524,45,15-10-16,5
524,50,15-10-11,4
524,59,15-10-05,4
524,64,15-10-15,5
524,69,15-10-08,2
524,74,15-10-12,1
524,78,15-10-10,2
524,83,15-10-04,5
524,88,15-10-01,5
524,93,15-10-19,5
524,97,15-10-18,1
525,2,15-10-09,4
525,7,15-10-02,3
525,21,15-10-12,4
525,26,15-10-05,2
525,45,15-10-13,2
525,50,15-10-19,2
525,64,15-10-06,4
525,69,15-10-03,3
525,83,15-10-20,3
525,88,15-10-02,1
526,2,15-10-01,2
526,13,15-10-07,3
526,24,15-10-12,1
526,35,15-10-12,2
526,46,15-10-06,4
526,57,15-10-16,2
526,80,15-10-06,4
526,91,15-10-07,5
527,3,15-10-08,5
527,20,15-10-15,5
527,37,15-10-17,1
527,54,15-10-08,3
527,69,15-10-05,5
527,71,15-10-13,2
527,86,15-10-16,5
527,88,15-10-02,5
528,19,15-10-15,2
528,22,15-10-07,1
528,25,15-10-13,1
528,28,15-10-18,1
528,31,15-10-11,3
528,34,15-10-09,2
528,37,15-10-05,4
528,40,15-10-16,2
528,43,15-10-17,3
528,46,15-10-13,5
528,49,15-10-04,1
528,52,15-10-11,2
528,55,15-10-06,2
528,58,15-10-08,3
528,61,15-10-01,5
528,64,15-10-03,1
528,67,15-10-02,5
528,70,15-10-11,2
529,5,15-10-03,4
529,20,15-10-17,4
529,22,15-10-16,3
529,37,15-10-09,4
529,54,15-10-09,3
529,71,15-10-11,5
529,88,15-10-02,1
530,1,15-10-13,4
530,16,15-10-15,4
530,18,15-10-02,2
530,33,15-10-04,1
530,35,15-10-15,4
530,50,15-10-09,5
530,52,15-10-04,2
530,67,15-10-15,3
530,69,15-10-12,3
530,84,15-10-09,1
530,99,15-10-17,3
531,3,15-10-04,2
531,10,15-10-16,5
531,17,15-10-18,5
531,24,15-10-04,2
531,31,15-10-08,2
531,38,15-10-04,4
531,40,15-10-10,2
531,45,15-10-15,5
531,47,15-10-08,3
531,52,15-10-15,2
531,54,15-10-15,1
531,61,15-10-01,1
531,68,15-10-14,5
531,75,15-10-10,3
531,82,15-10-13,2
531,89,15-10-07,5
531,96,15-10-07,3
532,16,15-10-08,1
532,19,15-10-17,2
532,22,15-10-07,3
532,25,15-10-14,3
532,28,15-10-08,3
532,31,15-10-15,1
532,34,15-10-17,1
532,37,15-10-10,3
532,40,15-10-14,3
532,43,15-10-10,3
532,46,15-10-20,5
532,49,15-10-04,1
532,52,15-10-07,2
533,3,15-10-08,2
533,8,15-10-02,5
533,63,15-10-03,1
533,68,15-10-15,5
533,73,15-10-16,3
533,78,15-10-12,2
533,83,15-10-17,1
533,88,15-10-19,2
533,93,15-10-01,2
533,98,15-10-19,5
534,6,15-10-02,1
534,17,15-10-03,1
534,28,15-10-02,5
534,39,15-10-18,2
534,73,15-10-17,5
534,84,15-10-11,1
534,95,15-10-06,2
535,6,15-10-08,4
535,13,15-10-09,3
535,20,15-10-05,3
535,27,15-10-05,3
535,34,15-10-11,5
535,41,15-10-14,5
535,48,15-10-05,5
535,55,15-10-03,1
535,62,15-10-04,2
535,69,15-10-13,1
535,76,15-10-12,4
535,78,15-10-13,5
535,85,15-10-19,3
535,92,15-10-11,4
535,99,15-10-11,5
536,2,15-10-17,4
536,6,15-10-15,2
536,15,15-10-04,2
536,19,15-10-18,1
536,28,15-10-10,1
536,32,15-10-16,3
536,41,15-10-03,3
536,54,15-10-10,1
536,63,15-10-04,4
536,67,15-10-16,5
536,76,15-10-01,1
536,80,15-10-14,4
536,89,15-10-11,3
536,93,15-10-07,3
537,4,15-10-11,5
537,17,15-10-13,4
537,26,15-10-16,1
537,30,15-10-05,2
537,39,15-10-15,4
537,43,15-10-07,5
537,52,15-10-11,1
537,56,15-10-06,2
537,65,15-10-13,3
537,69,15-10-02,4
537,78,15-10-08,3
537,91,15-10-18,1
538,4,15-10-06,4
538,11,15-10-01,1
538,18,15-10-05,2
538,25,15-10-06,4
538,32,15-10-05,3
538,39,15-10-11,4
538,41,15-10-05,1
538,48,15-10-19,3
538,55,15-10-18,4
538,62,15-10-14,3
538,69,15-10-15,1
538,76,15-10-16,1
538,83,15-10-02,1
538,90,15-10-18,2
538,97,15-10-18,3
539,14,15-10-01,1
539,21,15-10-17,4
539,28,15-10-02,1
539,35,15-10-15,5
539,42,15-10-12,3
539,49,15-10-20,4
539,56,15-10-12,3
539,63,15-10-11,4
540,1,15-10-18,4
540,2,15-10-12,2
540,12,15-10-11,3
540,13,15-10-17,5
540,23,15-10-16,5
540,24,15-10-11,1
540,34,15-10-08,4
540,35,15-10-13,4
540,45,15-10-20,1
540,46,15-10-05,4
540,56,15-10-01,3
540,57,15-10-03,4
540,67,15-10-20,3
540,68,15-10-17,4
540,78,15-10-17,5
540,79,15-10-13,4
540,90,15-10-19,5
541,0,15-10-08,2
541,7,15-10-10,3
541,14,15-10-14,3
541,21,15-10-19,5
541,28,15-10-06,1
541,35,15-10-17,3
541,42,15-10-09,4
541,49,15-10-15,1
541,56,15-10-17,4
541,63,15-10-05,3
541,65,15-10-13,1
541,70,15-10-20,2
541,72,15-10-14,4
541,79,15-10-03,5
541,86,15-10-11,3
541,93,15-10-09,5
542,4,15-10-02,5
542,9,15-10-11,4
542,14,15-10-05,5
542,19,15-10-02,1
542,24,15-10-12,3
542,29,15-10-03,5
542,34,15-10-11,5
542,39,15-10-07,2
542,44,15-10-08,3
542,49,15-10-08,4
542,54,15-10-07,2
542,59,15-10-02,5
542,64,15-10-04,5
542,69,15-10-15,4
542,79,15-10-17,1
542,84,15-10-16,3
542,89,15-10-18,2
542,94,15-10-03,3
542,99,15-10-05,1
543,17,15-10-04,2
543,20,15-10-06,4
543,23,15-10-18,2
543,26,15-10-17,3
543,29,15-10-10,1
543,32,15-10-05,3
543,35,15-10-04,3
543,38,15-10-18,2
543,41,15-10-20,2
543,44,15-10-03,5
543,47,15-10-08,5
543,50,15-10-02,4
543,53,15-10-19,1
543,56,15-10-10,5
543,59,15-10-14,5
543,62,15-10-16,3
544,1,15-10-01,3
544,12,15-10-12,3
544,23,15-10-02,3
544,34,15-10-16,4
544,45,15-10-11,5
544,56,15-10-04,4
544,67,15-10-01,4
544,78,15-10-18,2
545,1,15-10-09,5
545,6,15-10-05,2
545,11,15-10-07,5
545,16,15-10-19,4
545,21,15-10-19,4
545,26,15-10-13,1
545,31,15-10-17,2
545,36,15-10-19,1
545,86,15-10-01,5
545,91,15-10-04,2
545,96,15-10-18,1
546,3,15-10-03,3
546,10,15-10-15,1
546,17,15-10-02,1
546,24,15-10-05,1
546,31,15-10-18,2
546,38,15-10-12,4
546,45,15-10-17,3
546,52,15-10-19,1
547,17,15-10-19,3
547,20,15-10-01,2
547,23,15-10-07,4
547,26,15-10-10,1
547,29,15-10-15,4
547,32,15-10-01,2
547,35,15-10-02,5
547,38,15-10-09,5
547,41,15-10-10,4
547,44,15-10-11,4
547,47,15-10-04,5
548,4,15-10-17,3
548,15,15-10-15,3
548,26,15-10-19,1
548,37,15-10-12,3
548,48,15-10-17,3
548,59,15-10-02,3
548,70,15-10-20,2
549,5,15-10-17,3
549,12,15-10-20,3
549,19,15-10-07,1
549,26,15-10-10,5
549,33,15-10-10,3
549,40,15-10-20,5
549,47,15-10-19,1
549,54,15-10-07,5
549,61,15-10-19,1
549,63,15-10-20,4
549,70,15-10-05,1
549,77,15-10-17,4
549,84,15-10-14,3
549,91,15-10-16,2
549,98,15-10-13,3
550,2,15-10-11,2
550,5,15-10-12,1
550,8,15-10-05,2
550,11,15-10-20,3
550,14,15-10-18,4
550,17,15-10-19,4
550,20,15-10-13,4
550,23,15-10-13,2
550,26,15-10-06,2
550,29,15-10-20,2
550,32,15-10-01,2
550,87,15-10-05,1
550,90,15-10-16,1
550,93,15-10-13,1
550,96,15-10-14,2
550,99,15-10-07,2
551,2,15-10-02,3
551,7,15-10-04,1
551,12,15-10-03,4
551,17,15-10-01,1
551,22,15-10-01,4
551,27,15-10-16,1
551,32,15-10-01,2
551,37,15-10-05,3
551,42,15-10-12,4
551,47,15-10-05,4
551,52,15-10-19,1
551,57,15-10-17,2
551,77,15-10-15,5
551,82,15-10-02,3
551,87,15-10-01,4
551,92,15-10-16,5
551,97,15-10-08,2
552,63,15-10-09,3
552,66,15-10-03,4
552,69,15-10-03,1
552,72,15-10-04,4
552,75,15-10-16,5
552,78,15-10-02,1
552,81,15-10-05,3
552,84,15-10-06,5
552,87,15-10-12,5
552,90,15-10-04,3
552,93,15-10-04,3
552,96,15-10-04,5
553,6,15-10-10,2
553,23,15-10-01,4
553,40,15-10-12,3
553,57,15-10-03,2
553,72,15-10-08,4
553,89,15-10-15,5
554,0,15-10-17,2
554,4,15-10-15,3
554,13,15-10-16,1
554,17,15-10-18,4
554,22,15-10-09,3
554,26,15-10-17,1
554,30,15-10-14,3
554,35,15-10-13,5
554,39,15-10-17,3
554,43,15-10-05,3
554,48,15-10-12,3
554,52,15-10-16,5
554,61,15-10-10,3
554,65,15-10-04,2
554,74,15-10-08,1
554,78,15-10-03,1
554,87,15-10-16,3
554,91,15-10-03,5
555,9,15-10-07,2
555,20,15-10-13,5
555,31,15-10-19,3
555,32,15-10-06,2
555,42,15-10-19,1
555,43,15-10-11,1
555,53,15-10-05,4
555,54,15-10-02,3
555,64,15-10-06,1
555,65,15-10-13,2
555,75,15-10-06,4
555,76,15-10-04,2
555,86,15-10-08,3
555,87,15-10-10,1
555,97,15-10-19,3
555,98,15-10-20,4
556,2,15-10-02,3
556,7,15-10-04,5
556,12,15-10-06,1
556,17,15-10-15,2
556,22,15-10-20,5
556,27,15-10-07,3
556,32,15-10-07,4
556,37,15-10-07,2
556,42,15-10-07,5
556,47,15-10-04,3
556,52,15-10-12,5
556,57,15-10-19,2
556,62,15-10-12,2
556,67,15-10-08,2
556,72,15-10-08,1
556,87,15-10-19,2
556,92,15-10-03,5
556,97,15-10-12,5
557,9,15-10-09,1
557,11,15-10-07,1
557,24,15-10-12,1
557,26,15-10-01,5
557,28,15-10-10,5
557,41,15-10-15,1
557,43,15-10-17,1
557,58,15-10-05,3
557,60,15-10-04,1
557,75,15-10-05,3
557,77,15-10-04,5
557,92,15-10-10,3
557,94,15-10-06,4
558,10,15-10-15,4
558,21,15-10-04,1
558,32,15-10-08,5
558,66,15-10-08,2
558,77,15-10-04,1
558,88,15-10-07,3
558,99,15-10-04,1
559,2,15-10-04,4
559,9,15-10-08,3
559,16,15-10-15,1
559,23,15-10-13,1
559,30,15-10-19,5
559,37,15-10-02,4
559,44,15-10-07,4
559,51,15-10-15,2
559,58,15-10-15,2
559,88,15-10-09,5
559,95,15-10-16,1
560,5,15-10-13,1
560,7,15-10-03,5
560,9,15-10-15,4
560,22,15-10-19,4
560,24,15-10-09,4
560,26,15-10-08,5
560,39,15-10-10,1
560,41,15-10-18,1
560,43,15-10-16,4
560,54,15-10-11,1
560,56,15-10-18,5
560,58,15-10-08,3
560,60,15-10-13,3
560,71,15-10-13,3
560,73,15-10-13,3
560,75,15-10-03,4
560,88,15-10-10,1
560,90,15-10-14,3
560,92,15-10-18,2
561,1,15-10-06,2
561,6,15-10-06,4
561,11,15-10-04,1
561,16,15-10-15,2
561,76,15-10-13,2
561,81,15-10-10,4
561,86,15-10-01,4
561,91,15-10-02,4
561,96,15-10-13,5
562,13,15-10-15,5
562,28,15-10-06,3
562,30,15-10-10,3
562,45,15-10-20,4
562,47,15-10-19,1
562,62,15-10-11,1
562,79,15-10-09,2
562,96,15-10-05,2
563,5,15-10-09,3
563,14,15-10-05,5
563,18,15-10-13,5
563,27,15-10-16,2
563,40,15-10-09,5
563,53,15-10-13,5
563,66,15-10-15,4
563,79,15-10-19,4
563,92,15-10-10,3
564,2,15-10-07,2
564,11,15-10-09,5
564,15,15-10-11,1
564,24,15-10-20,4
564,28,15-10-11,3
564,37,15-10-19,3
564,41,15-10-15,2
564,50,15-10-15,4
564,63,15-10-03,4
564,72,15-10-20,5
564,76,15-10-11,3
564,85,15-10-19,4
564,89,15-10-17,5
564,98,15-10-07,1
565,0,15-10-09,2
565,5,15-10-09,4
565,10,15-10-15,2
565,15,15-10-10,1
565,20,15-10-09,4
565,25,15-10-08,5
565,30,15-10-16,1
565,35,15-10-08,4
565,40,15-10-06,3
565,45,15-10-18,4
565,50,15-10-19,4
565,55,15-10-18,2
565,60,15-10-02,2
565,65,15-10-18,5
565,70,15-10-11,1
565,75,15-10-20,3
565,80,15-10-13,3
565,85,15-10-03,5
565,90,15-10-12,5
565,95,15-10-08,4
